Time (ET),Price
03-24 15:12,0.445
03-24 15:13,0.445
03-24 15:14,0.445
03-24 15:15,0.445
03-24 15:16,0.445
03-24 15:17,0.445
03-24 15:18,0.445
03-24 15:19,0.445
03-24 15:20,0.455
03-24 15:21,0.455
03-24 15:22,0.455
03-24 15:23,0.455
03-24 15:24,0.445
03-24 15:25,0.445
03-24 15:26,0.445
03-24 15:27,0.445
03-24 15:29,0.445
03-24 15:29,0.435
03-24 15:30,0.435
03-24 15:31,0.425
03-24 15:32,0.415
03-24 15:33,0.405
03-24 15:34,0.41
03-24 15:35,0.41
03-24 15:36,0.405
03-24 15:37,0.415
03-24 15:38,0.425
03-24 15:39,0.415
03-24 15:40,0.415
03-24 15:41,0.415
03-24 15:42,0.41
03-24 15:43,0.415
03-24 15:44,0.415
03-24 15:45,0.415
03-24 15:46,0.405
03-24 15:47,0.385
03-24 15:48,0.395
03-24 15:49,0.395
03-24 15:50,0.395
03-24 15:51,0.395
03-24 15:52,0.385
03-24 15:53,0.395
03-24 15:54,0.395
03-24 15:55,0.395
03-24 15:56,0.395
03-24 15:57,0.395
03-24 15:58,0.385
03-24 15:59,0.385
03-24 16:00,0.385
03-24 16:01,0.395
03-24 16:02,0.4
03-24 16:03,0.4
03-24 16:04,0.395
03-24 16:05,0.395
03-24 16:06,0.395
03-24 16:07,0.395
03-24 16:08,0.395
03-24 16:09,0.395
03-24 16:10,0.395
03-24 16:11,0.395
03-24 16:12,0.395
03-24 16:13,0.395
03-24 16:14,0.395
03-24 16:15,0.415
03-24 16:16,0.415
03-24 16:17,0.42
03-24 16:18,0.425
03-24 16:19,0.42
03-24 16:20,0.425
03-24 16:21,0.475
03-24 16:22,0.485
03-24 16:23,0.525
03-24 16:24,0.505
03-24 16:25,0.525
03-24 16:26,0.535
03-24 16:27,0.595
03-24 16:28,0.565
03-24 16:29,0.535
03-24 16:30,0.55
03-24 16:31,0.545
03-24 16:32,0.55
03-24 16:33,0.575
03-24 16:34,0.58
03-24 16:35,0.54
03-24 16:36,0.55
03-24 16:37,0.565
03-24 16:38,0.545
03-24 16:39,0.555
03-24 16:40,0.57
03-24 16:41,0.575
03-24 16:42,0.565
03-24 16:43,0.555
03-24 16:44,0.555
03-24 16:45,0.555
03-24 16:46,0.565
03-24 16:47,0.535
03-24 16:48,0.525
03-24 16:49,0.54
03-24 16:50,0.555
03-24 16:51,0.555
03-24 16:52,0.585
03-24 16:53,0.575
03-24 16:54,0.565
03-24 16:55,0.555
03-24 16:56,0.575
03-24 16:57,0.565
03-24 16:58,0.565
03-24 16:59,0.56
03-24 17:00,0.575
03-24 17:01,0.575
03-24 17:02,0.585
03-24 17:03,0.585
03-24 17:04,0.595
03-24 17:05,0.595
03-24 17:06,0.605
03-24 17:07,0.585
03-24 17:08,0.555
03-24 17:09,0.555
03-24 17:10,0.555
03-24 17:11,0.555
03-24 17:12,0.555
03-24 17:13,0.545
03-24 17:14,0.535
03-24 17:15,0.535
03-24 17:16,0.535
03-24 17:17,0.525
03-24 17:18,0.535
03-24 17:19,0.535
03-24 17:20,0.535
03-24 17:21,0.535
03-24 17:22,0.535
03-24 17:23,0.535
03-24 17:24,0.545
03-24 17:25,0.515
03-24 17:26,0.555
03-24 17:27,0.555
03-24 17:28,0.555
03-24 17:29,0.56
03-24 17:30,0.565
03-24 17:31,0.575
03-24 17:32,0.565
03-24 17:33,0.56
03-24 17:34,0.565
03-24 17:35,0.565
03-24 17:36,0.575
03-24 17:37,0.575
03-24 17:40,0.56
03-24 17:41,0.56
03-24 17:41,0.56
03-24 17:42,0.56
03-24 17:43,0.56
03-24 17:44,0.56
03-24 17:45,0.56
03-24 17:46,0.56
03-24 17:47,0.555
03-24 17:50,0.605
03-24 17:51,0.62
03-24 17:52,0.6
03-24 17:53,0.605
03-24 17:54,0.605
03-24 17:55,0.61
03-24 17:56,0.61
03-24 17:57,0.595
03-24 17:58,0.625
03-24 17:59,0.62
03-24 18:00,0.63
03-24 18:01,0.625
03-24 18:02,0.615
03-24 18:03,0.61
03-24 18:04,0.605
03-24 18:05,0.625
03-24 18:06,0.63
03-24 18:07,0.65
03-24 18:08,0.655
03-24 18:09,0.675
03-24 18:10,0.685
03-24 18:11,0.695
03-24 18:12,0.685
03-24 18:13,0.665
03-24 18:14,0.67
03-24 18:15,0.675
03-24 18:16,0.665
03-24 18:17,0.655
03-24 18:18,0.645
03-24 18:19,0.645
03-24 18:20,0.645
03-24 18:21,0.64
03-24 18:22,0.64
03-24 18:23,0.645
03-24 18:24,0.645
03-24 18:25,0.645
03-24 18:26,0.645
03-24 18:27,0.635
03-24 18:28,0.635
03-24 18:29,0.635
03-24 18:30,0.605
03-24 18:31,0.595
03-24 18:32,0.615
03-24 18:33,0.615
03-24 18:34,0.605
03-24 18:35,0.605
03-24 18:36,0.605
03-24 18:37,0.605
03-24 18:38,0.605
03-24 18:39,0.605
03-24 18:40,0.605
03-24 18:41,0.605
03-24 18:42,0.605
03-24 18:43,0.605
03-24 18:44,0.62
03-24 18:45,0.625
03-24 18:46,0.625
03-24 18:47,0.61
03-24 18:48,0.625
03-24 18:49,0.615
03-24 18:50,0.625
03-24 18:51,0.625
03-24 18:52,0.625
03-24 18:53,0.625
03-24 18:54,0.635
03-24 18:55,0.63
03-24 18:56,0.64
03-24 18:57,0.64
03-24 18:58,0.635
03-24 18:59,0.635
03-24 19:00,0.635
03-24 19:01,0.62
03-24 19:02,0.62
03-24 19:03,0.62
03-24 19:04,0.62
03-24 19:05,0.625
03-24 19:06,0.62
03-24 19:07,0.625
03-24 19:08,0.635
03-24 19:09,0.645
03-24 19:10,0.685
03-24 19:11,0.68
03-24 19:12,0.69
03-24 19:13,0.685
03-24 19:14,0.685
03-24 19:15,0.685
03-24 19:16,0.685
03-24 19:17,0.685
03-24 19:18,0.685
03-24 19:19,0.675
03-24 19:20,0.675
03-24 19:21,0.675
03-24 19:22,0.705
03-24 19:23,0.695
03-24 19:24,0.685
03-24 19:25,0.685
03-24 19:26,0.705
03-24 19:27,0.705
03-24 19:28,0.715
03-24 19:29,0.725
03-24 19:30,0.725
03-24 19:31,0.735
03-24 19:32,0.745
03-24 19:33,0.735
03-24 19:34,0.725
03-24 19:35,0.73
03-24 19:36,0.725
03-24 19:37,0.725
03-24 19:38,0.735
03-24 19:39,0.725
03-24 19:40,0.735
03-24 19:41,0.735
03-24 19:42,0.735
03-24 19:43,0.74
03-24 19:44,0.715
03-24 19:45,0.71
03-24 19:46,0.705
03-24 19:47,0.705
03-24 19:48,0.685
03-24 19:49,0.695
03-24 19:50,0.705
03-24 19:51,0.695
03-24 19:52,0.695
03-24 19:53,0.69
03-24 19:54,0.695
03-24 19:55,0.695
03-24 19:56,0.695
03-24 19:57,0.685
03-24 19:58,0.685
03-24 19:59,0.685
03-24 20:00,0.685
03-24 20:01,0.675
03-24 20:02,0.675
03-24 20:03,0.685
03-24 20:04,0.685
03-24 20:05,0.695
03-24 20:06,0.695
03-24 20:07,0.705
03-24 20:08,0.705
03-24 20:09,0.705
03-24 20:10,0.715
03-24 20:11,0.715
03-24 20:12,0.725
03-24 20:13,0.725
03-24 20:14,0.705
03-24 20:15,0.715
03-24 20:16,0.715
03-24 20:17,0.705
03-24 20:18,0.705
03-24 20:19,0.695
03-24 20:20,0.695
03-24 20:21,0.695
03-24 20:22,0.695
03-24 20:23,0.695
03-24 20:24,0.705
03-24 20:25,0.705
03-24 20:26,0.705
03-24 20:27,0.715
03-24 20:28,0.715
03-24 20:29,0.715
03-24 20:30,0.715
03-24 20:31,0.695
03-24 20:32,0.725
03-24 20:33,0.725
03-24 20:34,0.745
03-24 20:35,0.755
03-24 20:36,0.755
03-24 20:37,0.755
03-24 20:38,0.755
03-24 20:39,0.765
03-24 20:40,0.775
03-24 20:41,0.785
03-24 20:42,0.785
03-24 20:43,0.795
03-24 20:44,0.785
03-24 20:45,0.78
03-24 20:46,0.775
03-24 20:47,0.785
03-24 20:48,0.785
03-24 20:49,0.785
03-24 20:50,0.765
03-24 20:51,0.755
03-24 20:52,0.755
03-24 20:53,0.755
03-24 20:54,0.755
03-24 20:55,0.765
03-24 20:56,0.755
03-24 20:57,0.765
03-24 20:58,0.765
03-24 20:59,0.765
03-24 21:00,0.755
03-24 21:01,0.755
03-24 21:02,0.745
03-24 21:03,0.765
03-24 21:04,0.755
03-24 21:05,0.75
03-24 21:06,0.755
03-24 21:07,0.745
03-24 21:08,0.745
03-24 21:09,0.725
03-24 21:10,0.745
03-24 21:11,0.755
03-24 21:12,0.785
03-24 21:13,0.775
03-24 21:14,0.765
03-24 21:15,0.755
03-24 21:16,0.745
03-24 21:17,0.745
03-24 21:18,0.735
03-24 21:19,0.735
03-24 21:20,0.735
03-24 21:21,0.74
03-24 21:22,0.75
03-24 21:23,0.735
03-24 21:24,0.735
03-24 21:25,0.735
03-24 21:26,0.725
03-24 21:27,0.725
03-24 21:28,0.735
03-24 21:29,0.735
03-24 21:30,0.735
03-24 21:31,0.745
03-24 21:32,0.735
03-24 21:33,0.725
03-24 21:34,0.725
03-24 21:35,0.715
03-24 21:36,0.735
03-24 21:37,0.725
03-24 21:38,0.715
03-24 21:39,0.715
03-24 21:40,0.715
03-24 21:41,0.725
03-24 21:42,0.72
03-24 21:43,0.75
03-24 21:44,0.745
03-24 21:45,0.735
03-24 21:46,0.735
03-24 21:47,0.735
03-24 21:48,0.745
03-24 21:49,0.755
03-24 21:50,0.745
03-24 21:51,0.755
03-24 21:52,0.755
03-24 21:53,0.755
03-24 21:54,0.745
03-24 21:55,0.745
03-24 21:56,0.745
03-24 21:57,0.745
03-24 21:58,0.735
03-24 21:59,0.735
03-24 22:00,0.725
03-24 22:01,0.705
03-24 22:02,0.715
03-24 22:03,0.715
03-24 22:04,0.715
03-24 22:05,0.715
03-24 22:06,0.715
03-24 22:07,0.715
03-24 22:08,0.715
03-24 22:09,0.715
03-24 22:10,0.715
03-24 22:11,0.715
03-24 22:12,0.72
03-24 22:13,0.715
03-24 22:14,0.705
03-24 22:15,0.715
03-24 22:16,0.715
03-24 22:17,0.695
03-24 22:18,0.705
03-24 22:19,0.715
03-24 22:20,0.71
03-24 22:21,0.705
03-24 22:22,0.71
03-24 22:23,0.715
03-24 22:24,0.71
03-24 22:25,0.71
03-24 22:26,0.715
03-24 22:27,0.715
03-24 22:28,0.715
03-24 22:29,0.715
03-24 22:30,0.705
03-24 22:31,0.695
03-24 22:32,0.705
03-24 22:33,0.715
03-24 22:34,0.725
03-24 22:35,0.725
03-24 22:36,0.725
03-24 22:37,0.725
03-24 22:38,0.745
03-24 22:39,0.745
03-24 22:40,0.735
03-24 22:41,0.735
03-24 22:42,0.74
03-24 22:43,0.745
03-24 22:44,0.735
03-24 22:45,0.735
03-24 22:46,0.74
03-24 22:47,0.745
03-24 22:48,0.74
03-24 22:49,0.735
03-24 22:50,0.715
03-24 22:51,0.715
03-24 22:52,0.715
03-24 22:53,0.715
03-24 22:54,0.715
03-24 22:55,0.715
03-24 22:56,0.705
03-24 22:57,0.695
03-24 22:58,0.685
03-24 22:59,0.685
03-24 23:00,0.695
03-24 23:01,0.695
03-24 23:02,0.695
03-24 23:03,0.705
03-24 23:04,0.705
03-24 23:05,0.705
03-24 23:06,0.705
03-24 23:07,0.705
03-24 23:08,0.695
03-24 23:09,0.695
03-24 23:10,0.695
03-24 23:11,0.695
03-24 23:12,0.695
03-24 23:13,0.685
03-24 23:14,0.695
03-24 23:15,0.685
03-24 23:16,0.675
03-24 23:17,0.685
03-24 23:18,0.675
03-24 23:19,0.685
03-24 23:20,0.695
03-24 23:21,0.69
03-24 23:22,0.675
03-24 23:23,0.685
03-24 23:24,0.685
03-24 23:25,0.685
03-24 23:26,0.685
03-24 23:27,0.685
03-24 23:28,0.685
03-24 23:29,0.695
03-24 23:30,0.715
03-24 23:31,0.735
03-24 23:32,0.745
03-24 23:33,0.745
03-24 23:34,0.745
03-24 23:35,0.735
03-24 23:36,0.755
03-24 23:37,0.775
03-24 23:38,0.765
03-24 23:39,0.765
03-24 23:40,0.765
03-24 23:41,0.765
03-24 23:42,0.765
03-24 23:43,0.765
03-24 23:44,0.765
03-24 23:45,0.765
03-24 23:46,0.765
03-24 23:47,0.765
03-24 23:48,0.765
03-24 23:49,0.765
03-24 23:50,0.755
03-24 23:51,0.765
03-24 23:52,0.755
03-24 23:53,0.755
03-24 23:54,0.76
03-24 23:55,0.755
03-24 23:56,0.76
03-24 23:57,0.765
03-24 23:58,0.765
03-24 23:59,0.765
03-25 00:00,0.755
03-25 00:01,0.755
03-25 00:02,0.765
03-25 00:03,0.755
03-25 00:04,0.755
03-25 00:05,0.765
03-25 00:06,0.765
03-25 00:07,0.785
03-25 00:08,0.785
03-25 00:09,0.78
03-25 00:10,0.795
03-25 00:11,0.795
03-25 00:12,0.795
03-25 00:13,0.785
03-25 00:14,0.795
03-25 00:15,0.795
03-25 00:16,0.78
03-25 00:17,0.78
03-25 00:18,0.78
03-25 00:19,0.785
03-25 00:20,0.785
03-25 00:21,0.785
03-25 00:22,0.785
03-25 00:23,0.785
03-25 00:24,0.785
03-25 00:25,0.795
03-25 00:26,0.795
03-25 00:27,0.79
03-25 00:28,0.795
03-25 00:29,0.81
03-25 00:30,0.79
03-25 00:31,0.785
03-25 00:32,0.785
03-25 00:33,0.775
03-25 00:34,0.775
03-25 00:35,0.775
03-25 00:36,0.775
03-25 00:37,0.775
03-25 00:38,0.775
03-25 00:39,0.775
03-25 00:40,0.775
03-25 00:41,0.785
03-25 00:42,0.785
03-25 00:43,0.785
03-25 00:44,0.785
03-25 00:45,0.775
03-25 00:46,0.785
03-25 00:47,0.775
03-25 00:48,0.77
03-25 00:49,0.77
03-25 00:50,0.775
03-25 00:51,0.775
03-25 00:52,0.775
03-25 00:53,0.785
03-25 00:54,0.785
03-25 00:55,0.785
03-25 00:56,0.785
03-25 00:57,0.795
03-25 00:58,0.815
03-25 00:59,0.815
03-25 01:00,0.815
03-25 01:01,0.815
03-25 01:02,0.815
03-25 01:03,0.82
03-25 01:04,0.825
03-25 01:05,0.825
03-25 01:06,0.825
03-25 01:07,0.845
03-25 01:08,0.865
03-25 01:09,0.865
03-25 01:10,0.855
03-25 01:11,0.875
03-25 01:12,0.875
03-25 01:13,0.875
03-25 01:14,0.855
03-25 01:15,0.865
03-25 01:16,0.86
03-25 01:17,0.845
03-25 01:18,0.845
03-25 01:19,0.845
03-25 01:20,0.845
03-25 01:21,0.845
03-25 01:22,0.855
03-25 01:23,0.855
03-25 01:24,0.855
03-25 01:25,0.845
03-25 01:26,0.845
03-25 01:27,0.845
03-25 01:28,0.865
03-25 01:29,0.865
03-25 01:30,0.865
03-25 01:31,0.865
03-25 01:32,0.86
03-25 01:33,0.865
03-25 01:34,0.855
03-25 01:35,0.845
03-25 01:36,0.855
03-25 01:37,0.855
03-25 01:38,0.865
03-25 01:39,0.855
03-25 01:40,0.855
03-25 01:41,0.86
03-25 01:42,0.865
03-25 01:43,0.865
03-25 01:44,0.865
03-25 01:45,0.865
03-25 01:46,0.865
03-25 01:47,0.865
03-25 01:48,0.855
03-25 01:49,0.855
03-25 01:50,0.855
03-25 01:51,0.845
03-25 01:52,0.855
03-25 01:53,0.855
03-25 01:54,0.855
03-25 01:55,0.855
03-25 01:56,0.845
03-25 01:57,0.845
03-25 01:58,0.855
03-25 01:59,0.855
03-25 02:00,0.855
03-25 02:01,0.855
03-25 02:02,0.865
03-25 02:03,0.855
03-25 02:04,0.855
03-25 02:05,0.845
03-25 02:06,0.845
03-25 02:07,0.845
03-25 02:08,0.845
03-25 02:09,0.845
03-25 02:10,0.845
03-25 02:11,0.845
03-25 02:12,0.845
03-25 02:13,0.845
03-25 02:14,0.845
03-25 02:15,0.855
03-25 02:16,0.855
03-25 02:17,0.865
03-25 02:18,0.875
03-25 02:19,0.875
03-25 02:20,0.875
03-25 02:21,0.875
03-25 02:22,0.875
03-25 02:23,0.875
03-25 02:24,0.885
03-25 02:25,0.875
03-25 02:26,0.875
03-25 02:27,0.875
03-25 02:28,0.875
03-25 02:29,0.88
03-25 02:30,0.88
03-25 02:31,0.885
03-25 02:32,0.875
03-25 02:33,0.875
03-25 02:34,0.875
03-25 02:35,0.885
03-25 02:36,0.885
03-25 02:37,0.875
03-25 02:38,0.885
03-25 02:39,0.875
03-25 02:40,0.875
03-25 02:41,0.875
03-25 02:42,0.875
03-25 02:43,0.875
03-25 02:44,0.88
03-25 02:45,0.875
03-25 02:46,0.875
03-25 02:47,0.88
03-25 02:48,0.885
03-25 02:49,0.885
03-25 02:50,0.875
03-25 02:51,0.875
03-25 02:52,0.875
03-25 02:53,0.875
03-25 02:54,0.875
03-25 02:55,0.875
03-25 02:56,0.865
03-25 02:57,0.865
03-25 02:58,0.855
03-25 02:59,0.845
03-25 03:00,0.845
03-25 03:01,0.845
03-25 03:02,0.85
03-25 03:03,0.855
03-25 03:04,0.855
03-25 03:05,0.855
03-25 03:06,0.855
03-25 03:07,0.855
03-25 03:08,0.855
03-25 03:09,0.855
03-25 03:10,0.855
03-25 03:11,0.855
03-25 03:12,0.865
03-25 03:13,0.865
03-25 03:14,0.865
03-25 03:15,0.87
03-25 03:16,0.875
03-25 03:17,0.865
03-25 03:18,0.865
03-25 03:19,0.865
03-25 03:20,0.865
03-25 03:21,0.865
03-25 03:22,0.865
03-25 03:23,0.865
03-25 03:24,0.865
03-25 03:25,0.855
03-25 03:26,0.855
03-25 03:27,0.855
03-25 03:28,0.855
03-25 03:29,0.855
03-25 03:30,0.855
03-25 03:31,0.855
03-25 03:32,0.865
03-25 03:33,0.865
03-25 03:34,0.875
03-25 03:35,0.875
03-25 03:36,0.875
03-25 03:37,0.875
03-25 03:38,0.875
03-25 03:39,0.875
03-25 03:40,0.875
03-25 03:41,0.885
03-25 03:42,0.875
03-25 03:43,0.875
03-25 03:44,0.875
03-25 03:45,0.855
03-25 03:46,0.845
03-25 03:47,0.84
03-25 03:48,0.825
03-25 03:49,0.825
03-25 03:50,0.835
03-25 03:51,0.835
03-25 03:52,0.825
03-25 03:53,0.825
03-25 03:54,0.825
03-25 03:55,0.825
03-25 03:56,0.825
03-25 03:57,0.825
03-25 03:58,0.825
03-25 03:59,0.825
03-25 04:00,0.825
03-25 04:01,0.835
03-25 04:02,0.835
03-25 04:03,0.835
03-25 04:04,0.845
03-25 04:05,0.84
03-25 04:06,0.835
03-25 04:07,0.825
03-25 04:08,0.825
03-25 04:09,0.825
03-25 04:10,0.815
03-25 04:11,0.815
03-25 04:12,0.81
03-25 04:13,0.81
03-25 04:14,0.805
03-25 04:15,0.805
03-25 04:16,0.835
03-25 04:17,0.835
03-25 04:18,0.835
03-25 04:19,0.845
03-25 04:20,0.845
03-25 04:21,0.845
03-25 04:22,0.865
03-25 04:23,0.855
03-25 04:24,0.855
03-25 04:25,0.855
03-25 04:26,0.855
03-25 04:27,0.865
03-25 04:28,0.865
03-25 04:29,0.895
03-25 04:30,0.885
03-25 04:31,0.885
03-25 04:32,0.895
03-25 04:33,0.895
03-25 04:34,0.915
03-25 04:35,0.915
03-25 04:36,0.91
03-25 04:37,0.895
03-25 04:38,0.885
03-25 04:39,0.895
03-25 04:40,0.895
03-25 04:41,0.905
03-25 04:42,0.905
03-25 04:43,0.91
03-25 04:44,0.91
03-25 04:45,0.915
03-25 04:46,0.905
03-25 04:47,0.905
03-25 04:48,0.9
03-25 04:49,0.895
03-25 04:50,0.895
03-25 04:51,0.895
03-25 04:52,0.905
03-25 04:53,0.905
03-25 04:54,0.9
03-25 04:55,0.9
03-25 04:56,0.905
03-25 04:57,0.905
03-25 04:58,0.895
03-25 04:59,0.905
03-25 05:00,0.905
03-25 05:01,0.905
03-25 05:02,0.905
03-25 05:03,0.895
03-25 05:04,0.895
03-25 05:05,0.895
03-25 05:06,0.895
03-25 05:07,0.895
03-25 05:08,0.9
03-25 05:09,0.905
03-25 05:10,0.905
03-25 05:11,0.905
03-25 05:12,0.905
03-25 05:13,0.905
03-25 05:14,0.905
03-25 05:15,0.905
03-25 05:16,0.905
03-25 05:17,0.905
03-25 05:18,0.905
03-25 05:19,0.905
03-25 05:20,0.905
03-25 05:21,0.905
03-25 05:22,0.9
03-25 05:23,0.9
03-25 05:24,0.895
03-25 05:25,0.885
03-25 05:26,0.885
03-25 05:27,0.885
03-25 05:28,0.895
03-25 05:29,0.905
03-25 05:30,0.905
03-25 05:31,0.905
03-25 05:32,0.905
03-25 05:33,0.9
03-25 05:34,0.895
03-25 05:35,0.895
03-25 05:36,0.895
03-25 05:37,0.895
03-25 05:38,0.9
03-25 05:39,0.895
03-25 05:40,0.9
03-25 05:41,0.9
03-25 05:42,0.895
03-25 05:43,0.9
03-25 05:44,0.895
03-25 05:45,0.895
03-25 05:46,0.89
03-25 05:47,0.885
03-25 05:48,0.875
03-25 05:49,0.875
03-25 05:50,0.885
03-25 05:51,0.885
03-25 05:52,0.885
03-25 05:53,0.895
03-25 05:54,0.895
03-25 05:55,0.895
03-25 05:56,0.905
03-25 05:57,0.905
03-25 05:58,0.905
03-25 05:59,0.915
03-25 06:00,0.915
03-25 06:01,0.915
03-25 06:02,0.915
03-25 06:03,0.915
03-25 06:04,0.905
03-25 06:05,0.905
03-25 06:06,0.91
03-25 06:07,0.91
03-25 06:08,0.91
03-25 06:09,0.915
03-25 06:10,0.915
03-25 06:11,0.915
03-25 06:12,0.915
03-25 06:13,0.915
03-25 06:14,0.915
03-25 06:15,0.915
03-25 06:16,0.915
03-25 06:17,0.915
03-25 06:18,0.915
03-25 06:19,0.915
03-25 06:20,0.915
03-25 06:21,0.925
03-25 06:22,0.925
03-25 06:23,0.925
03-25 06:24,0.925
03-25 06:25,0.925
03-25 06:26,0.925
03-25 06:27,0.915
03-25 06:28,0.915
03-25 06:29,0.915
03-25 06:30,0.915
03-25 06:31,0.915
03-25 06:32,0.915
03-25 06:33,0.905
03-25 06:34,0.905
03-25 06:35,0.905
03-25 06:36,0.905
03-25 06:37,0.905
03-25 06:38,0.915
03-25 06:39,0.91
03-25 06:40,0.905
03-25 06:41,0.905
03-25 06:42,0.905
03-25 06:43,0.915
03-25 06:44,0.915
03-25 06:45,0.925
03-25 06:46,0.925
03-25 06:47,0.925
03-25 06:48,0.935
03-25 06:49,0.935
03-25 06:50,0.935
03-25 06:51,0.935
03-25 06:52,0.935
03-25 06:53,0.935
03-25 06:54,0.935
03-25 06:55,0.935
03-25 06:56,0.935
03-25 06:57,0.935
03-25 06:58,0.935
03-25 06:59,0.935
03-25 07:00,0.935
03-25 07:01,0.935
03-25 07:02,0.935
03-25 07:03,0.935
03-25 07:04,0.935
03-25 07:05,0.93
03-25 07:06,0.935
03-25 07:07,0.925
03-25 07:08,0.935
03-25 07:09,0.935
03-25 07:10,0.935
03-25 07:11,0.935
03-25 07:12,0.935
03-25 07:13,0.935
03-25 07:14,0.94
03-25 07:15,0.945
03-25 07:16,0.945
03-25 07:17,0.945
03-25 07:18,0.955
03-25 07:19,0.955
03-25 07:20,0.955
03-25 07:21,0.955
03-25 07:22,0.955
03-25 07:23,0.955
03-25 07:24,0.955
03-25 07:25,0.955
03-25 07:26,0.955
03-25 07:27,0.965
