Time (ET),Price
03-23 16:25,0.635
03-23 16:26,0.635
03-23 16:27,0.635
03-23 16:28,0.635
03-23 16:29,0.635
03-23 16:30,0.64
03-23 16:31,0.645
03-23 16:32,0.645
03-23 16:33,0.645
03-23 16:34,0.645
03-23 16:35,0.645
03-23 16:36,0.655
03-23 16:37,0.665
03-23 16:38,0.665
03-23 16:39,0.665
03-23 16:40,0.665
03-23 16:41,0.665
03-23 16:42,0.66
03-23 16:43,0.665
03-23 16:44,0.665
03-23 16:45,0.665
03-23 16:46,0.665
03-23 16:47,0.665
03-23 16:48,0.665
03-23 16:49,0.665
03-23 16:50,0.66
03-23 16:51,0.655
03-23 16:52,0.665
03-23 16:53,0.665
03-23 16:54,0.665
03-23 16:55,0.665
03-23 16:56,0.665
03-23 16:57,0.665
03-23 16:58,0.665
03-23 16:59,0.665
03-23 17:00,0.665
03-23 17:01,0.665
03-23 17:02,0.665
03-23 17:03,0.665
03-23 17:04,0.665
03-23 17:05,0.655
03-23 17:06,0.655
03-23 17:07,0.665
03-23 17:08,0.665
03-23 17:09,0.665
03-23 17:10,0.655
03-23 17:11,0.655
03-23 17:12,0.665
03-23 17:13,0.655
03-23 17:14,0.655
03-23 17:15,0.655
03-23 17:16,0.665
03-23 17:17,0.665
03-23 17:18,0.665
03-23 17:19,0.665
03-23 17:20,0.665
03-23 17:21,0.655
03-23 17:22,0.665
03-23 17:23,0.665
03-23 17:24,0.665
03-23 17:25,0.665
03-23 17:26,0.665
03-23 17:27,0.665
03-23 17:28,0.665
03-23 17:29,0.665
03-23 17:30,0.665
03-23 17:31,0.655
03-23 17:32,0.665
03-23 17:33,0.665
03-23 17:34,0.675
03-23 17:35,0.685
03-23 17:36,0.68
03-23 17:37,0.685
03-23 17:38,0.675
03-23 17:39,0.68
03-23 17:40,0.685
03-23 17:41,0.68
03-23 17:42,0.675
03-23 17:43,0.675
03-23 17:44,0.675
03-23 17:45,0.675
03-23 17:46,0.67
03-23 17:47,0.67
03-23 17:48,0.665
03-23 17:49,0.665
03-23 17:50,0.665
03-23 17:51,0.67
03-23 17:52,0.675
03-23 17:53,0.675
03-23 17:54,0.67
03-23 17:55,0.665
03-23 17:56,0.665
03-23 17:57,0.665
03-23 17:58,0.665
03-23 17:59,0.665
03-23 18:00,0.665
03-23 18:01,0.655
03-23 18:02,0.655
03-23 18:03,0.645
03-23 18:04,0.615
03-23 18:05,0.615
03-23 18:06,0.605
03-23 18:07,0.625
03-23 18:08,0.625
03-23 18:09,0.635
03-23 18:10,0.625
03-23 18:11,0.635
03-23 18:12,0.635
03-23 18:13,0.635
03-23 18:14,0.645
03-23 18:15,0.645
03-23 18:16,0.605
03-23 18:17,0.615
03-23 18:18,0.625
03-23 18:19,0.625
03-23 18:20,0.635
03-23 18:21,0.625
03-23 18:22,0.625
03-23 18:23,0.625
03-23 18:24,0.615
03-23 18:25,0.615
03-23 18:26,0.625
03-23 18:27,0.615
03-23 18:28,0.615
03-23 18:29,0.615
03-23 18:30,0.615
03-23 18:31,0.605
03-23 18:32,0.605
03-23 18:33,0.595
03-23 18:34,0.595
03-23 18:35,0.615
03-23 18:36,0.615
03-23 18:37,0.625
03-23 18:38,0.615
03-23 18:39,0.625
03-23 18:40,0.605
03-23 18:41,0.615
03-23 18:42,0.615
03-23 18:43,0.615
03-23 18:44,0.615
03-23 18:45,0.635
03-23 18:46,0.645
03-23 18:47,0.645
03-23 18:48,0.635
03-23 18:49,0.635
03-23 18:50,0.625
03-23 18:51,0.625
03-23 18:52,0.635
03-23 18:53,0.635
03-23 18:54,0.645
03-23 18:55,0.645
03-23 18:56,0.645
03-23 18:57,0.635
03-23 18:58,0.645
03-23 18:59,0.645
03-23 19:00,0.645
03-23 19:01,0.655
03-23 19:02,0.645
03-23 19:03,0.64
03-23 19:04,0.635
03-23 19:05,0.635
03-23 19:06,0.645
03-23 19:07,0.625
03-23 19:08,0.635
03-23 19:09,0.625
03-23 19:10,0.615
03-23 19:11,0.615
03-23 19:12,0.615
03-23 19:13,0.595
03-23 19:14,0.605
03-23 19:15,0.605
03-23 19:16,0.595
03-23 19:17,0.595
03-23 19:18,0.585
03-23 19:19,0.585
03-23 19:20,0.585
03-23 19:21,0.575
03-23 19:22,0.575
03-23 19:23,0.575
03-23 19:24,0.585
03-23 19:25,0.595
03-23 19:26,0.615
03-23 19:27,0.635
03-23 19:28,0.635
03-23 19:29,0.635
03-23 19:30,0.635
03-23 19:31,0.635
03-23 19:32,0.63
03-23 19:33,0.635
03-23 19:34,0.625
03-23 19:35,0.625
03-23 19:36,0.625
03-23 19:37,0.635
03-23 19:38,0.635
03-23 19:39,0.635
03-23 19:40,0.635
03-23 19:41,0.645
03-23 19:42,0.655
03-23 19:43,0.655
03-23 19:44,0.655
03-23 19:45,0.655
03-23 19:46,0.655
03-23 19:47,0.655
03-23 19:48,0.645
03-23 19:49,0.655
03-23 19:50,0.655
03-23 19:51,0.655
03-23 19:52,0.665
03-23 19:53,0.665
03-23 19:54,0.665
03-23 19:55,0.665
03-23 19:56,0.675
03-23 19:57,0.685
03-23 19:58,0.685
03-23 19:59,0.685
03-23 20:00,0.675
03-23 20:01,0.715
03-23 20:02,0.705
03-23 20:03,0.685
03-23 20:04,0.695
03-23 20:05,0.685
03-23 20:06,0.675
03-23 20:07,0.685
03-23 20:08,0.69
03-23 20:09,0.685
03-23 20:10,0.665
03-23 20:11,0.675
03-23 20:12,0.675
03-23 20:13,0.665
03-23 20:14,0.665
03-23 20:15,0.665
03-23 20:16,0.645
03-23 20:17,0.645
03-23 20:18,0.635
03-23 20:19,0.635
03-23 20:20,0.665
03-23 20:21,0.645
03-23 20:22,0.655
03-23 20:23,0.655
03-23 20:24,0.645
03-23 20:25,0.655
03-23 20:26,0.655
03-23 20:27,0.655
03-23 20:28,0.655
03-23 20:29,0.635
03-23 20:30,0.64
03-23 20:31,0.635
03-23 20:32,0.615
03-23 20:33,0.605
03-23 20:34,0.605
03-23 20:35,0.625
03-23 20:36,0.625
03-23 20:37,0.635
03-23 20:38,0.63
03-23 20:39,0.585
03-23 20:40,0.605
03-23 20:41,0.625
03-23 20:42,0.625
03-23 20:43,0.625
03-23 20:44,0.625
03-23 20:45,0.605
03-23 20:46,0.625
03-23 20:47,0.625
03-23 20:48,0.635
03-23 20:49,0.635
03-23 20:50,0.635
03-23 20:51,0.63
03-23 20:52,0.635
03-23 20:53,0.635
03-23 20:54,0.665
03-23 20:55,0.655
03-23 20:56,0.655
03-23 20:57,0.64
03-23 20:58,0.64
03-23 20:59,0.645
03-23 21:00,0.645
03-23 21:01,0.635
03-23 21:02,0.635
03-23 21:03,0.635
03-23 21:04,0.625
03-23 21:05,0.625
03-23 21:06,0.63
03-23 21:07,0.625
03-23 21:08,0.625
03-23 21:09,0.625
03-23 21:10,0.625
03-23 21:11,0.635
03-23 21:12,0.635
03-23 21:13,0.605
03-23 21:14,0.605
03-23 21:15,0.605
03-23 21:16,0.595
03-23 21:17,0.595
03-23 21:18,0.595
03-23 21:19,0.615
03-23 21:20,0.625
03-23 21:21,0.635
03-23 21:22,0.645
03-23 21:23,0.665
03-23 21:24,0.655
03-23 21:25,0.645
03-23 21:26,0.655
03-23 21:27,0.655
03-23 21:28,0.665
03-23 21:29,0.675
03-23 21:30,0.675
03-23 21:31,0.675
03-23 21:32,0.665
03-23 21:33,0.645
03-23 21:34,0.645
03-23 21:35,0.665
03-23 21:36,0.665
03-23 21:37,0.655
03-23 21:38,0.635
03-23 21:39,0.635
03-23 21:40,0.575
03-23 21:41,0.585
03-23 21:42,0.575
03-23 21:43,0.565
03-23 21:44,0.575
03-23 21:45,0.565
03-23 21:46,0.565
03-23 21:47,0.565
03-23 21:48,0.575
03-23 21:49,0.585
03-23 21:50,0.575
03-23 21:51,0.595
03-23 21:52,0.605
03-23 21:53,0.605
03-23 21:54,0.605
03-23 21:55,0.595
03-23 21:56,0.595
03-23 21:57,0.595
03-23 21:58,0.595
03-23 21:59,0.595
03-23 22:00,0.595
03-23 22:01,0.585
03-23 22:02,0.6
03-23 22:03,0.605
03-23 22:04,0.635
03-23 22:05,0.625
03-23 22:06,0.615
03-23 22:07,0.615
03-23 22:08,0.615
03-23 22:09,0.605
03-23 22:10,0.615
03-23 22:11,0.595
03-23 22:12,0.575
03-23 22:13,0.585
03-23 22:14,0.595
03-23 22:15,0.595
03-23 22:16,0.575
03-23 22:17,0.59
03-23 22:18,0.575
03-23 22:19,0.575
03-23 22:20,0.595
03-23 22:21,0.595
03-23 22:22,0.625
03-23 22:23,0.635
03-23 22:24,0.635
03-23 22:25,0.615
03-23 22:26,0.615
03-23 22:27,0.585
03-23 22:28,0.595
03-23 22:29,0.595
03-23 22:30,0.61
03-23 22:31,0.615
03-23 22:32,0.615
03-23 22:33,0.605
03-23 22:34,0.605
03-23 22:35,0.615
03-23 22:36,0.625
03-23 22:37,0.635
03-23 22:38,0.635
03-23 22:39,0.605
03-23 22:40,0.595
03-23 22:41,0.585
03-23 22:42,0.605
03-23 22:43,0.615
03-23 22:44,0.605
03-23 22:45,0.605
03-23 22:46,0.615
03-23 22:47,0.615
03-23 22:48,0.615
03-23 22:49,0.615
03-23 22:50,0.605
03-23 22:51,0.585
03-23 22:52,0.595
03-23 22:53,0.585
03-23 22:54,0.595
03-23 22:55,0.595
03-23 22:56,0.585
03-23 22:57,0.585
03-23 22:58,0.575
03-23 22:59,0.575
03-23 23:00,0.58
03-23 23:01,0.575
03-23 23:02,0.575
03-23 23:03,0.575
03-23 23:04,0.575
03-23 23:05,0.58
03-23 23:06,0.595
03-23 23:07,0.605
03-23 23:08,0.585
03-23 23:09,0.585
03-23 23:10,0.575
03-23 23:11,0.585
03-23 23:12,0.585
03-23 23:13,0.585
03-23 23:14,0.595
03-23 23:15,0.605
03-23 23:16,0.605
03-23 23:17,0.605
03-23 23:18,0.605
03-23 23:19,0.605
03-23 23:20,0.605
03-23 23:21,0.605
03-23 23:22,0.605
03-23 23:23,0.615
03-23 23:24,0.605
03-23 23:25,0.605
03-23 23:26,0.605
03-23 23:27,0.605
03-23 23:28,0.605
03-23 23:29,0.615
03-23 23:30,0.615
03-23 23:31,0.605
03-23 23:32,0.605
03-23 23:33,0.595
03-23 23:34,0.595
03-23 23:35,0.585
03-23 23:36,0.585
03-23 23:37,0.585
03-23 23:38,0.585
03-23 23:39,0.585
03-23 23:40,0.595
03-23 23:41,0.595
03-23 23:42,0.595
03-23 23:43,0.595
03-23 23:44,0.595
03-23 23:45,0.595
03-23 23:46,0.595
03-23 23:47,0.595
03-23 23:48,0.595
03-23 23:49,0.595
03-23 23:50,0.595
03-23 23:51,0.595
03-23 23:52,0.595
03-23 23:53,0.595
03-23 23:54,0.605
03-23 23:55,0.625
03-23 23:56,0.625
03-23 23:57,0.615
03-23 23:58,0.615
03-23 23:59,0.625
03-24 00:00,0.625
03-24 00:01,0.625
03-24 00:02,0.625
03-24 00:03,0.625
03-24 00:04,0.615
03-24 00:05,0.635
03-24 00:06,0.645
03-24 00:07,0.655
03-24 00:08,0.665
03-24 00:09,0.655
03-24 00:10,0.645
03-24 00:11,0.645
03-24 00:12,0.645
03-24 00:13,0.645
03-24 00:14,0.645
03-24 00:15,0.645
03-24 00:16,0.645
03-24 00:17,0.635
03-24 00:18,0.635
03-24 00:19,0.635
03-24 00:20,0.635
03-24 00:21,0.635
03-24 00:22,0.635
03-24 00:23,0.635
03-24 00:24,0.63
03-24 00:25,0.625
03-24 00:26,0.615
03-24 00:27,0.615
03-24 00:28,0.615
03-24 00:29,0.615
03-24 00:30,0.605
03-24 00:31,0.605
03-24 00:32,0.575
03-24 00:33,0.545
03-24 00:34,0.555
03-24 00:35,0.565
03-24 00:36,0.555
03-24 00:37,0.555
03-24 00:38,0.555
03-24 00:39,0.55
03-24 00:40,0.555
03-24 00:41,0.555
03-24 00:42,0.545
03-24 00:43,0.535
03-24 00:44,0.545
03-24 00:45,0.545
03-24 00:46,0.545
03-24 00:47,0.545
03-24 00:48,0.565
03-24 00:49,0.545
03-24 00:50,0.535
03-24 00:51,0.535
03-24 00:52,0.545
03-24 00:53,0.555
03-24 00:54,0.565
03-24 00:55,0.585
03-24 00:56,0.585
03-24 00:57,0.575
03-24 00:58,0.575
03-24 00:59,0.575
03-24 01:00,0.575
03-24 01:01,0.555
03-24 01:02,0.53
03-24 01:03,0.535
03-24 01:04,0.505
03-24 01:05,0.505
03-24 01:06,0.495
03-24 01:07,0.505
03-24 01:08,0.515
03-24 01:09,0.515
03-24 01:10,0.5
03-24 01:11,0.505
03-24 01:12,0.495
03-24 01:13,0.525
03-24 01:14,0.515
03-24 01:15,0.495
03-24 01:16,0.505
03-24 01:17,0.505
03-24 01:18,0.505
03-24 01:19,0.545
03-24 01:20,0.525
03-24 01:21,0.515
03-24 01:22,0.495
03-24 01:23,0.495
03-24 01:24,0.51
03-24 01:25,0.505
03-24 01:26,0.525
03-24 01:27,0.515
03-24 01:28,0.515
03-24 01:29,0.505
03-24 01:30,0.505
03-24 01:31,0.515
03-24 01:32,0.535
03-24 01:33,0.505
03-24 01:34,0.495
03-24 01:35,0.505
03-24 01:36,0.525
03-24 01:37,0.535
03-24 01:38,0.53
03-24 01:39,0.535
03-24 01:40,0.535
03-24 01:41,0.545
03-24 01:42,0.555
03-24 01:43,0.555
03-24 01:44,0.555
03-24 01:45,0.555
03-24 01:46,0.555
03-24 01:47,0.565
03-24 01:48,0.555
03-24 01:49,0.56
03-24 01:50,0.555
03-24 01:51,0.545
03-24 01:52,0.545
03-24 01:53,0.555
03-24 01:54,0.555
03-24 01:55,0.555
03-24 01:56,0.545
03-24 01:57,0.535
03-24 01:58,0.53
03-24 01:59,0.53
03-24 02:00,0.535
03-24 02:01,0.535
03-24 02:02,0.545
03-24 02:03,0.575
03-24 02:04,0.575
03-24 02:05,0.575
03-24 02:06,0.58
03-24 02:07,0.585
03-24 02:08,0.575
03-24 02:09,0.565
03-24 02:10,0.565
03-24 02:11,0.57
03-24 02:12,0.555
03-24 02:13,0.545
03-24 02:14,0.55
03-24 02:15,0.555
03-24 02:16,0.565
03-24 02:17,0.59
03-24 02:18,0.585
03-24 02:19,0.565
03-24 02:20,0.565
03-24 02:21,0.565
03-24 02:22,0.585
03-24 02:23,0.595
03-24 02:24,0.595
03-24 02:25,0.565
03-24 02:26,0.575
03-24 02:27,0.565
03-24 02:28,0.565
03-24 02:29,0.565
03-24 02:30,0.58
03-24 02:31,0.595
03-24 02:32,0.595
03-24 02:33,0.595
03-24 02:34,0.605
03-24 02:35,0.605
03-24 02:36,0.605
03-24 02:37,0.605
03-24 02:38,0.61
03-24 02:39,0.605
03-24 02:40,0.61
03-24 02:41,0.605
03-24 02:42,0.625
03-24 02:43,0.625
03-24 02:44,0.615
03-24 02:45,0.61
03-24 02:46,0.605
03-24 02:47,0.625
03-24 02:48,0.615
03-24 02:49,0.615
03-24 02:50,0.615
03-24 02:51,0.605
03-24 02:52,0.605
03-24 02:53,0.605
03-24 02:54,0.615
03-24 02:55,0.625
03-24 02:56,0.62
03-24 02:57,0.625
03-24 02:58,0.635
03-24 02:59,0.625
03-24 03:00,0.635
03-24 03:01,0.625
03-24 03:02,0.615
03-24 03:03,0.625
03-24 03:04,0.625
03-24 03:05,0.645
03-24 03:06,0.655
03-24 03:07,0.685
03-24 03:08,0.675
03-24 03:09,0.695
03-24 03:10,0.705
03-24 03:11,0.725
03-24 03:12,0.725
03-24 03:13,0.73
03-24 03:14,0.715
03-24 03:15,0.705
03-24 03:16,0.715
03-24 03:17,0.735
03-24 03:18,0.735
03-24 03:19,0.725
03-24 03:20,0.735
03-24 03:21,0.745
03-24 03:22,0.745
03-24 03:23,0.745
03-24 03:24,0.755
03-24 03:25,0.735
03-24 03:26,0.735
03-24 03:27,0.725
03-24 03:28,0.725
03-24 03:29,0.74
03-24 03:30,0.735
03-24 03:31,0.725
03-24 03:32,0.715
03-24 03:33,0.715
03-24 03:34,0.73
03-24 03:35,0.73
03-24 03:36,0.715
03-24 03:37,0.705
03-24 03:38,0.705
03-24 03:39,0.705
03-24 03:40,0.715
03-24 03:41,0.725
03-24 03:42,0.725
03-24 03:43,0.725
03-24 03:44,0.735
03-24 03:45,0.725
03-24 03:46,0.705
03-24 03:47,0.715
03-24 03:48,0.72
03-24 03:49,0.725
03-24 03:50,0.74
03-24 03:51,0.745
03-24 03:52,0.765
03-24 03:53,0.76
03-24 03:54,0.755
03-24 03:55,0.755
03-24 03:56,0.765
03-24 03:57,0.78
03-24 03:58,0.815
03-24 03:59,0.835
03-24 04:00,0.815
03-24 04:01,0.815
03-24 04:02,0.785
03-24 04:03,0.785
03-24 04:04,0.785
03-24 04:05,0.775
03-24 04:06,0.78
03-24 04:07,0.795
03-24 04:08,0.785
03-24 04:09,0.765
03-24 04:10,0.77
03-24 04:11,0.755
03-24 04:12,0.77
03-24 04:13,0.78
03-24 04:14,0.78
03-24 04:15,0.775
03-24 04:16,0.765
03-24 04:17,0.755
03-24 04:18,0.745
03-24 04:19,0.745
03-24 04:20,0.735
03-24 04:21,0.715
03-24 04:22,0.735
03-24 04:23,0.735
03-24 04:24,0.74
03-24 04:25,0.735
03-24 04:26,0.725
03-24 04:27,0.725
03-24 04:28,0.725
03-24 04:29,0.72
03-24 04:30,0.72
03-24 04:31,0.72
03-24 04:32,0.725
03-24 04:33,0.725
03-24 04:34,0.735
03-24 04:35,0.735
03-24 04:36,0.745
03-24 04:37,0.765
03-24 04:38,0.765
03-24 04:39,0.765
03-24 04:40,0.765
03-24 04:41,0.765
03-24 04:42,0.765
03-24 04:43,0.76
03-24 04:44,0.765
03-24 04:45,0.775
03-24 04:46,0.775
03-24 04:47,0.785
03-24 04:48,0.775
03-24 04:49,0.765
03-24 04:50,0.755
03-24 04:51,0.745
03-24 04:52,0.735
03-24 04:53,0.755
03-24 04:54,0.755
03-24 04:55,0.755
03-24 04:56,0.755
03-24 04:57,0.745
03-24 04:58,0.745
03-24 04:59,0.755
03-24 05:00,0.76
03-24 05:01,0.76
03-24 05:02,0.765
03-24 05:03,0.765
03-24 05:04,0.775
03-24 05:05,0.775
03-24 05:06,0.775
03-24 05:07,0.775
03-24 05:08,0.765
03-24 05:09,0.755
03-24 05:10,0.765
03-24 05:11,0.755
03-24 05:12,0.735
03-24 05:13,0.755
03-24 05:14,0.755
03-24 05:15,0.745
03-24 05:16,0.735
03-24 05:17,0.745
03-24 05:18,0.765
03-24 05:19,0.765
03-24 05:20,0.765
03-24 05:21,0.775
03-24 05:22,0.755
03-24 05:23,0.755
03-24 05:24,0.755
03-24 05:25,0.765
03-24 05:26,0.775
03-24 05:27,0.775
03-24 05:28,0.775
03-24 05:29,0.78
03-24 05:30,0.775
03-24 05:31,0.78
03-24 05:32,0.785
03-24 05:33,0.805
03-24 05:34,0.785
03-24 05:35,0.785
03-24 05:36,0.785
03-24 05:37,0.785
03-24 05:38,0.795
03-24 05:39,0.785
03-24 05:40,0.795
03-24 05:41,0.815
03-24 05:43,0.815
03-24 05:43,0.825
03-24 05:44,0.825
03-24 05:45,0.835
03-24 05:46,0.835
03-24 05:47,0.825
03-24 05:48,0.835
03-24 05:49,0.835
03-24 05:50,0.835
03-24 05:51,0.835
03-24 05:52,0.825
03-24 05:53,0.825
03-24 05:54,0.835
03-24 05:55,0.845
03-24 05:56,0.855
03-24 05:57,0.855
03-24 05:58,0.855
03-24 05:59,0.855
03-24 06:00,0.855
03-24 06:01,0.845
03-24 06:02,0.845
03-24 06:03,0.835
03-24 06:04,0.835
03-24 06:05,0.845
03-24 06:06,0.845
03-24 06:07,0.845
03-24 06:08,0.845
03-24 06:09,0.855
03-24 06:10,0.855
03-24 06:11,0.845
03-24 06:12,0.835
03-24 06:13,0.84
03-24 06:14,0.845
03-24 06:15,0.835
03-24 06:16,0.835
03-24 06:17,0.825
03-24 06:18,0.83
03-24 06:19,0.825
03-24 06:20,0.825
03-24 06:21,0.835
03-24 06:22,0.835
03-24 06:23,0.845
03-24 06:24,0.835
03-24 06:25,0.835
03-24 06:26,0.825
03-24 06:27,0.825
03-24 06:28,0.825
03-24 06:29,0.815
03-24 06:30,0.815
03-24 06:31,0.815
03-24 06:32,0.825
03-24 06:33,0.825
03-24 06:34,0.825
03-24 06:35,0.815
03-24 06:36,0.825
03-24 06:37,0.825
03-24 06:38,0.835
03-24 06:39,0.83
03-24 06:40,0.845
03-24 06:41,0.845
03-24 06:42,0.845
03-24 06:43,0.835
03-24 06:44,0.84
03-24 06:45,0.845
03-24 06:46,0.845
03-24 06:47,0.835
03-24 06:48,0.835
03-24 06:49,0.825
03-24 06:50,0.825
03-24 06:51,0.84
03-24 06:52,0.84
03-24 06:53,0.835
03-24 06:54,0.835
03-24 06:55,0.835
03-24 06:56,0.845
03-24 06:57,0.845
03-24 06:58,0.855
03-24 06:59,0.855
03-24 07:01,0.845
03-24 07:01,0.845
03-24 07:02,0.825
03-24 07:03,0.805
03-24 07:04,0.795
03-24 07:05,0.795
03-24 07:06,0.8
03-24 07:07,0.805
03-24 07:08,0.825
03-24 07:09,0.825
03-24 07:10,0.835
03-24 07:11,0.835
03-24 07:12,0.835
03-24 07:13,0.815
03-24 07:14,0.815
03-24 07:15,0.815
03-24 07:16,0.805
03-24 07:17,0.795
03-24 07:18,0.795
03-24 07:19,0.785
03-24 07:20,0.795
03-24 07:21,0.795
03-24 07:22,0.79
03-24 07:23,0.795
03-24 07:24,0.795
